budget,genre,director_popularity,cast_popularity,release_month,marketing_spend,trailer_views,revenue
54.36,Action,3.22,2.65,6.0,2.71,177441064.0,276.71
235.29,Action,5.05,7.11,6.0,60.7,16956077.0,867.13
177.21,Action,1.2,7.87,12.0,73.8,189127233.0,974.31
285.91,Horror,6.77,4.86,4.0,111.93,16314022.0,1226.74
17.51,Sci-Fi,4.73,8.75,5.0,11.86,192737717.0,484.44
83.27,Sci-Fi,3.43,2.36,7.0,138.75,91070369.0,730.21
182.46,Romance,2.86,3.51,8.0,41.07,152411274.0,586.09
92.49,Romance,6.89,1.84,6.0,56.27,141522729.0,558.38
215.76,Romance,4.75,2.9,5.0,9.16,104180500.0,714.05
228.91,Sci-Fi,2.62,3.15,12.0,98.66,124271509.0,1026.15
35.24,Romance,7.2,9.26,3.0,106.92,190033718.0,660.32
156.59,Thriller,6.09,1.7,7.0,139.46,185542947.0,946.15
155.12,Sci-Fi,8.73,4.85,8.0,51.85,131210884.0,655.17
113.94,Romance,2.06,5.79,3.0,40.09,131886017.0,505.32
280.21,Thriller,8.07,9.09,5.0,109.46,50140800.0,1334.1
249.11,Horror,7.06,9.98,11.0,106.61,165896075.0,1019.79
210.68,Horror,2.04,7.78,2.0,140.69,126888063.0,936.28
215.73,Comedy,7.25,9.74,10.0,32.39,165423510.0,1040.95
141.21,Drama,4.97,8.08,10.0,106.38,131912630.0,970.04
276.69,Romance,9.5,9.67,12.0,11.9,60564685.0,1058.45
209.91,Thriller,2.27,7.37,4.0,73.09,38706799.0,896.82
220.05,Horror,6.79,1.72,12.0,19.67,16316203.0,697.14
259.2,Horror,4.44,4.62,4.0,98.67,117612992.0,1165.69
85.85,Action,9.61,6.82,12.0,91.02,57526220.0,813.3
243.09,Action,3.97,4.16,8.0,9.23,126471393.0,622.05
62.6,Sci-Fi,9.66,3.46,3.0,49.3,12672633.0,397.73
106.88,Romance,9.11,6.2,5.0,60.46,75756950.0,762.55
104.01,Sci-Fi,3.43,9.4,11.0,38.71,52850090.0,494.74
293.67,Romance,8.23,1.31,5.0,7.72,74696482.0,921.08
257.68,Horror,9.96,7.92,2.0,49.19,11802403.0,787.61
211.85,Action,3.27,7.5,9.0,119.31,145112102.0,897.3
219.48,Horror,4.93,9.68,4.0,55.3,24222769.0,984.9
170.81,Horror,5.68,9.38,9.0,49.86,3866123.0,624.43
284.39,Romance,3.65,7.86,9.0,141.38,189311531.0,1115.69
151.4,Action,1.14,5.68,2.0,8.16,39382400.0,400.83
117.25,Sci-Fi,2.98,2.84,9.0,115.56,165784198.0,659.18
53.1,Thriller,3.54,5.91,9.0,73.5,192929649.0,497.82
236.93,Action,4.99,7.89,2.0,141.78,107290119.0,996.15
221.66,Drama,2.54,9.06,11.0,60.23,105697514.0,799.66
118.38,Drama,8.86,8.11,6.0,106.79,74116032.0,840.94
12.43,Drama,7.34,2.76,9.0,12.35,85693378.0,224.07
252.5,Thriller,1.77,6.4,4.0,139.46,96933004.0,1271.93
8.37,Action,6.85,3.99,2.0,52.99,31266786.0,322.85
212.59,Comedy,6.88,1.08,7.0,79.55,73582608.0,826.68
291.23,Comedy,9.61,2.8,9.0,22.5,163405580.0,796.48
134.11,Drama,1.03,2.02,6.0,141.94,37297226.0,739.28
74.32,Comedy,3.23,8.58,11.0,101.6,146240796.0,642.2
212.94,Sci-Fi,9.35,3.33,11.0,9.98,130665733.0,614.19
246.05,Romance,9.39,3.56,4.0,24.97,12402257.0,845.13
166.2,Romance,7.49,9.64,1.0,61.18,5463345.0,664.24
290.28,Thriller,7.89,4.41,4.0,34.08,71153164.0,1023.05
20.24,Thriller,1.82,1.09,3.0,47.08,138741885.0,245.73
153.91,Sci-Fi,5.62,3.55,7.0,149.63,66753168.0,894.6
216.94,Comedy,3.08,2.07,11.0,99.48,133878927.0,738.96
259.48,Drama,2.63,1.93,11.0,138.49,133426170.0,919.35
57.88,Action,8.29,1.7,10.0,66.5,161504370.0,627.7
241.0,Sci-Fi,2.22,6.34,5.0,107.12,20797637.0,1059.98
168.05,Horror,5.22,2.7,12.0,70.03,115848649.0,817.77
121.98,Sci-Fi,9.45,4.25,3.0,50.58,13436927.0,525.71
43.86,Action,2.67,8.76,2.0,78.84,36013481.0,457.68
260.26,Action,9.8,4.82,2.0,65.24,65774680.0,822.69
51.4,Sci-Fi,9.95,9.24,5.0,147.12,141770459.0,1018.94
96.39,Drama,6.0,5.48,8.0,75.43,194801717.0,636.7
90.56,Thriller,2.53,4.59,8.0,122.04,69161642.0,567.14
262.07,Romance,3.84,7.75,12.0,100.69,104707753.0,1210.09
203.45,Sci-Fi,4.82,1.66,5.0,72.98,52552063.0,821.61
240.02,Comedy,3.78,1.81,2.0,72.17,135422435.0,735.25
78.89,Action,3.53,6.87,4.0,52.6,73950588.0,598.16
189.34,Thriller,9.75,5.38,7.0,17.83,96837639.0,724.32
173.67,Thriller,2.38,8.11,6.0,114.7,113994762.0,913.91
250.68,Thriller,7.6,9.25,10.0,137.88,137562224.0,1413.4
272.3,Comedy,1.0,4.5,7.0,34.26,12950281.0,724.01
8.59,Horror,6.37,6.37,5.0,139.0,111425318.0,761.02
203.84,Comedy,9.24,5.51,2.0,36.38,86801655.0,677.06
20.29,Comedy,3.59,9.83,8.0,80.45,27619252.0,452.99
166.91,Romance,2.67,8.48,12.0,52.86,42399297.0,801.18
89.85,Sci-Fi,6.87,9.21,2.0,18.95,176894128.0,555.74
95.5,Comedy,7.41,3.29,12.0,9.82,174483426.0,538.9
109.12,Romance,7.19,7.95,8.0,56.07,7632721.0,538.1
188.28,Romance,3.87,3.39,7.0,9.01,138190897.0,572.89
103.54,Comedy,3.27,2.88,3.0,17.42,111283275.0,365.89
221.15,Horror,9.6,9.5,4.0,23.06,188023353.0,1058.35
124.34,Romance,9.31,1.17,7.0,2.28,181693136.0,510.7
25.16,Thriller,5.12,9.69,4.0,24.68,116332821.0,505.58
236.21,Romance,8.62,2.34,9.0,87.44,28652029.0,772.73
89.3,Drama,5.07,8.37,7.0,123.29,92503190.0,813.76
132.67,Romance,4.82,3.48,1.0,30.63,145307709.0,478.8
207.21,Horror,2.41,4.16,1.0,13.97,190395590.0,591.26
103.07,Romance,4.84,2.95,4.0,109.97,73402052.0,746.78
21.69,Action,5.84,6.27,9.0,3.21,157149624.0,282.47
115.31,Action,1.2,4.13,4.0,110.66,136984810.0,824.93
283.61,Comedy,5.0,6.92,5.0,21.41,16580263.0,931.11
194.31,Drama,8.03,1.14,1.0,35.79,112037393.0,582.96
203.09,Romance,7.12,1.58,2.0,19.77,37518258.0,527.1
191.52,Thriller,6.72,1.9,11.0,38.61,137026309.0,606.14
63.7,Action,9.19,4.77,4.0,120.13,122406885.0,876.77
128.41,Horror,1.16,8.33,12.0,21.62,194636570.0,688.43
226.53,Action,6.01,8.99,4.0,149.14,187141150.0,1426.83
34.91,Action,8.09,3.2,11.0,50.41,2865194.0,336.68
86.97,Thriller,5.87,6.17,10.0,138.45,16925857.0,879.31
86.51,Drama,3.92,7.92,6.0,30.12,154057728.0,558.48
132.45,Drama,2.23,3.6,6.0,29.81,137442972.0,521.38
294.21,Horror,8.99,4.68,8.0,85.67,160388174.0,981.93
24.91,Romance,5.24,5.72,12.0,9.49,54096170.0,319.23
158.02,Thriller,8.9,2.21,9.0,120.55,170015231.0,777.85
57.91,Comedy,6.27,1.23,1.0,67.06,89041475.0,403.82
291.35,Action,7.07,2.38,1.0,105.48,53119788.0,916.08
38.42,Drama,8.24,6.64,6.0,27.85,3110942.0,370.89
124.06,Thriller,6.93,1.66,4.0,97.07,174401443.0,874.18
222.68,Horror,4.58,2.71,11.0,89.92,107533426.0,735.57
212.84,Thriller,5.62,4.04,4.0,113.84,195101035.0,1151.57
129.7,Drama,8.23,1.7,1.0,46.02,143221597.0,531.25
107.22,Sci-Fi,4.36,2.73,9.0,140.11,17003012.0,614.92
122.3,Thriller,4.49,9.2,12.0,144.27,118050046.0,1085.35
82.96,Drama,1.86,1.17,11.0,130.48,4407783.0,497.49
65.57,Thriller,9.23,6.88,3.0,86.66,111998589.0,623.74
147.5,Comedy,1.82,4.46,5.0,64.2,70690131.0,710.14
84.22,Horror,6.83,7.05,10.0,10.58,129015871.0,566.71
89.8,Romance,4.72,6.3,1.0,142.19,108773267.0,698.76
198.74,Comedy,4.65,3.01,8.0,142.86,53008714.0,818.62
290.72,Action,7.12,8.62,3.0,4.77,33307771.0,768.28
183.07,Comedy,1.6,5.43,1.0,54.82,81537586.0,591.08
27.71,Comedy,6.34,8.4,10.0,132.25,197380427.0,921.51
27.3,Romance,7.95,4.65,6.0,13.97,87704029.0,379.9
285.67,Romance,8.45,9.86,1.0,31.09,150008640.0,932.57
92.7,Drama,2.53,7.93,3.0,146.84,12337732.0,667.87
32.16,Action,9.08,9.69,5.0,127.4,76394287.0,897.48
181.72,Horror,6.91,5.63,4.0,136.99,116484284.0,1168.53
188.98,Romance,8.94,5.26,7.0,23.04,150488106.0,759.97
196.31,Romance,5.37,7.8,6.0,33.27,106148348.0,789.03
83.88,Drama,5.88,8.92,12.0,91.6,103543814.0,852.95
9.46,Drama,9.27,9.68,3.0,76.26,153017476.0,574.43
289.68,Thriller,9.1,3.92,11.0,46.18,63344256.0,820.59
79.01,Comedy,5.03,8.19,8.0,132.81,19031494.0,670.09
204.43,Drama,3.47,2.9,8.0,135.41,70082944.0,784.96
213.46,Romance,4.54,5.91,2.0,45.17,32640251.0,643.69
184.95,Romance,4.49,2.62,7.0,25.05,193222897.0,662.51
97.31,Comedy,3.58,4.13,1.0,24.07,115924798.0,419.01
84.97,Horror,3.42,9.38,2.0,73.69,89873486.0,550.56
181.31,Romance,8.75,2.31,8.0,21.67,182498324.0,571.95
260.5,Drama,1.63,6.69,12.0,72.05,180171916.0,1100.15
284.29,Drama,7.1,6.34,1.0,70.37,83723759.0,886.92
36.24,Action,2.56,2.09,2.0,132.85,175070745.0,511.85
50.67,Drama,4.1,3.93,12.0,45.84,13741161.0,389.09
283.7,Action,1.55,6.07,1.0,84.98,177258110.0,919.43
222.28,Drama,3.43,2.68,5.0,112.04,62806122.0,988.21
265.48,Thriller,7.92,8.21,7.0,90.2,113459335.0,1130.76
64.78,Drama,8.97,9.75,6.0,143.2,54668028.0,849.77
178.34,Action,2.99,2.93,6.0,91.14,196975112.0,799.18
211.84,Drama,5.17,2.68,6.0,135.48,15284217.0,907.98
205.63,Romance,5.23,5.09,8.0,38.27,89944102.0,621.13
125.4,Sci-Fi,8.86,7.73,5.0,84.99,124576643.0,928.6
9.54,Action,7.87,3.53,10.0,82.41,123506838.0,567.46
176.96,Thriller,5.62,1.18,7.0,148.44,148012920.0,956.38
79.66,Comedy,7.04,5.87,3.0,32.27,145158650.0,496.97
137.83,Drama,8.63,9.61,9.0,22.87,158835398.0,637.82
287.49,Sci-Fi,1.09,4.52,10.0,92.53,47623194.0,1094.07
122.72,Drama,4.63,4.78,3.0,35.11,74730792.0,450.42
252.74,Action,9.17,9.72,6.0,96.59,77024590.0,1116.77
60.62,Comedy,7.66,7.25,3.0,145.93,191212093.0,790.04
203.38,Thriller,5.89,7.47,1.0,142.08,82453060.0,948.17
293.22,Horror,5.77,6.06,1.0,36.2,45151973.0,806.33
35.06,Sci-Fi,4.13,9.77,3.0,27.29,126836541.0,409.33
7.45,Horror,5.68,7.2,4.0,84.99,86026116.0,574.21
132.91,Comedy,6.9,9.06,2.0,88.84,50765933.0,689.07
32.32,Sci-Fi,4.77,7.29,9.0,100.01,143311959.0,548.6
225.77,Horror,7.43,7.62,11.0,111.74,39193132.0,880.32
274.79,Thriller,8.75,3.61,8.0,90.94,127037454.0,921.47
133.04,Drama,2.39,3.73,12.0,18.54,86675611.0,553.33
81.32,Drama,5.06,8.05,3.0,118.94,64514266.0,638.22
133.15,Horror,4.67,3.67,7.0,13.77,189250471.0,589.48
218.42,Comedy,7.19,6.06,4.0,4.96,65557094.0,801.43
7.67,Comedy,3.25,3.24,5.0,115.91,70153967.0,574.11
178.89,Action,6.76,8.35,4.0,83.16,174257034.0,1088.7
185.92,Thriller,8.9,1.99,9.0,105.39,26679629.0,751.26
193.12,Thriller,4.76,8.47,11.0,58.65,22505681.0,664.01
76.4,Thriller,9.2,6.42,7.0,3.64,57258849.0,439.92
215.65,Horror,9.94,2.68,4.0,50.99,118735549.0,935.35
31.96,Romance,1.95,5.88,8.0,92.0,77475732.0,442.83
63.78,Sci-Fi,3.1,3.54,2.0,35.4,122102342.0,360.5
263.85,Horror,9.55,3.91,7.0,103.8,32790376.0,1038.83
222.92,Sci-Fi,9.62,4.16,11.0,119.57,53028719.0,878.3
9.05,Action,1.88,1.57,1.0,69.23,113467304.0,301.21
78.27,Sci-Fi,1.13,9.87,8.0,131.61,44212691.0,646.02
68.25,Action,2.45,1.28,12.0,128.51,85138121.0,691.57
84.89,Sci-Fi,9.96,6.96,6.0,131.95,114956928.0,918.32
78.03,Sci-Fi,2.62,4.34,12.0,99.83,194756530.0,770.62
23.45,Sci-Fi,5.52,6.81,5.0,47.11,16897445.0,427.02
140.39,Drama,8.64,4.21,9.0,73.23,92622382.0,627.86
221.16,Horror,1.18,7.06,9.0,107.16,79857921.0,805.49
183.99,Comedy,6.44,7.56,3.0,33.16,165024009.0,676.85
203.5,Romance,3.49,7.21,9.0,111.35,180159127.0,880.04
28.94,Sci-Fi,8.76,2.03,9.0,83.12,181495621.0,496.91
285.69,Action,3.55,6.91,2.0,16.21,75652723.0,709.28
252.36,Drama,7.18,3.52,5.0,84.48,61626374.0,1039.51
242.5,Drama,7.07,1.26,11.0,11.88,90378313.0,633.66
247.78,Comedy,2.99,4.73,2.0,4.12,69453275.0,573.98
280.15,Comedy,1.31,4.9,1.0,133.66,144051345.0,998.53
165.55,Comedy,4.68,5.2,7.0,74.51,43500639.0,737.56
64.08,Thriller,3.6,7.34,4.0,82.41,132078133.0,710.87
186.95,Thriller,8.28,3.78,5.0,43.43,185470519.0,892.89
224.15,Romance,8.2,3.84,4.0,82.33,56702800.0,1004.48
222.69,Thriller,5.11,1.54,6.0,26.99,135701233.0,696.03
158.83,Horror,6.46,7.18,11.0,112.36,29568663.0,761.02
25.2,Horror,6.44,6.11,2.0,123.86,25155404.0,508.6
114.48,Sci-Fi,8.44,4.14,8.0,128.67,24013251.0,701.28
276.63,Romance,4.83,7.35,4.0,17.78,28567106.0,927.64
177.41,Comedy,3.48,5.84,8.0,84.55,44016809.0,646.85
163.81,Horror,3.39,5.22,3.0,121.7,113003269.0,764.25
84.31,Drama,5.83,5.6,12.0,20.98,153630144.0,619.99
113.69,Romance,5.04,6.73,12.0,16.73,26244548.0,542.2
269.13,Action,4.96,6.94,11.0,122.91,174132973.0,1028.53
201.61,Action,1.82,3.6,5.0,119.92,168700541.0,1065.32
237.28,Horror,7.47,2.27,12.0,68.41,145750217.0,1048.38
139.03,Sci-Fi,2.92,2.41,3.0,18.24,85767194.0,390.37
190.92,Comedy,2.77,6.75,12.0,78.39,1309890.0,882.99
78.27,Action,4.71,8.86,7.0,60.43,147218223.0,634.57
213.11,Horror,3.05,4.69,3.0,78.75,175918243.0,770.03
131.14,Thriller,6.25,2.53,12.0,67.1,67721989.0,717.27
135.55,Thriller,4.34,7.81,8.0,86.14,143879525.0,716.47
196.55,Horror,5.04,8.49,9.0,109.62,13347475.0,786.17
281.2,Drama,5.83,8.93,12.0,116.68,142189479.0,1362.15
23.88,Thriller,2.83,6.46,2.0,98.05,14593396.0,421.79
248.3,Sci-Fi,2.4,8.75,3.0,31.44,117850081.0,734.87
91.25,Sci-Fi,8.92,1.14,12.0,60.77,119913104.0,623.31
135.96,Sci-Fi,4.9,1.97,7.0,12.54,61129154.0,428.13
11.46,Horror,4.71,1.83,5.0,68.85,16745423.0,358.15
93.81,Thriller,1.32,7.41,10.0,145.61,189917620.0,1020.7
153.28,Sci-Fi,5.48,1.63,7.0,96.98,107579903.0,727.33
21.57,Comedy,5.99,5.47,2.0,24.88,116371867.0,337.5
149.87,Sci-Fi,6.03,5.25,4.0,41.75,123389157.0,746.72
278.5,Romance,7.36,3.8,1.0,11.56,178318537.0,742.91
36.09,Thriller,2.6,8.83,5.0,29.0,12990873.0,396.26
230.51,Thriller,3.27,2.53,8.0,74.2,178764266.0,785.42
125.85,Romance,8.3,4.17,1.0,53.04,48695625.0,549.2
198.28,Drama,9.52,7.97,7.0,32.19,16512100.0,786.01
81.77,Thriller,2.22,1.27,7.0,23.7,131795905.0,378.27
52.05,Sci-Fi,5.48,7.06,7.0,99.1,195418153.0,704.57
52.34,Thriller,2.93,8.35,1.0,84.6,12391171.0,474.21
25.8,Comedy,1.54,9.39,12.0,126.71,85798242.0,737.06
59.77,Action,3.93,8.89,11.0,29.12,106427121.0,469.26
200.94,Romance,2.29,3.87,3.0,127.5,51171674.0,751.0
265.1,Horror,7.39,6.28,11.0,87.53,196591558.0,951.99
245.17,Drama,5.8,1.7,2.0,41.4,128551680.0,710.08
207.11,Drama,2.29,3.32,5.0,42.49,169025784.0,833.03
37.58,Thriller,1.08,1.85,2.0,59.78,83739759.0,306.98
90.31,Horror,8.27,3.84,5.0,70.1,71437222.0,685.06
96.39,Thriller,2.59,8.88,5.0,14.21,111078421.0,572.9
78.74,Drama,6.46,4.12,4.0,126.62,87620410.0,817.84
156.93,Drama,4.03,6.06,11.0,19.99,143274663.0,560.0
162.99,Thriller,6.27,4.9,7.0,73.55,53897800.0,743.75
110.28,Horror,3.84,5.13,10.0,58.68,90468615.0,690.43
109.37,Drama,1.78,9.73,6.0,77.82,179131417.0,782.79
249.42,Horror,3.01,3.67,2.0,133.35,151465472.0,935.28
237.84,Sci-Fi,2.69,6.65,4.0,148.39,34445963.0,1230.38
95.8,Thriller,4.85,4.78,11.0,5.0,177486101.0,421.94
274.57,Thriller,6.92,1.55,7.0,60.2,118214301.0,914.96
286.08,Thriller,3.37,5.4,9.0,123.01,136178149.0,984.87
101.39,Drama,1.11,8.32,9.0,50.34,59557057.0,456.43
109.56,Sci-Fi,5.67,1.89,12.0,98.06,88867308.0,737.65
154.16,Comedy,6.45,1.63,3.0,148.85,161555683.0,832.33
282.63,Drama,9.67,2.38,1.0,97.72,66804568.0,908.72
263.51,Drama,6.31,7.88,9.0,18.46,33847261.0,714.39
35.26,Sci-Fi,5.24,7.52,8.0,126.75,76282678.0,611.16
120.86,Thriller,6.16,6.09,7.0,145.07,14774515.0,843.17
168.24,Sci-Fi,9.35,5.21,6.0,107.45,143853435.0,960.74
153.42,Romance,8.46,8.99,10.0,64.02,30401436.0,917.18
62.19,Comedy,3.91,7.9,7.0,142.36,57740056.0,769.88
258.35,Action,3.14,8.31,11.0,145.35,176335120.0,1081.32
204.7,Thriller,3.36,8.32,9.0,140.4,108559034.0,933.03
252.18,Comedy,5.54,6.78,6.0,62.95,64946350.0,894.09
258.34,Sci-Fi,7.7,5.12,10.0,118.88,109985711.0,1285.62
225.76,Thriller,5.53,8.78,3.0,98.82,44437254.0,871.29
134.57,Horror,1.61,9.33,3.0,28.6,6009453.0,474.8
185.11,Drama,7.51,1.21,4.0,81.26,121142763.0,892.35
52.31,Comedy,8.25,1.46,10.0,112.66,143111061.0,735.55
203.73,Horror,3.61,9.63,10.0,134.6,176076571.0,1263.91
57.88,Action,6.98,3.49,8.0,129.66,154604789.0,648.44
209.72,Action,4.84,8.86,10.0,24.89,185408862.0,958.39
72.73,Sci-Fi,9.0,4.5,9.0,74.23,197204742.0,579.13
39.68,Thriller,8.61,2.07,8.0,72.78,149242154.0,469.29
53.76,Horror,5.73,1.72,11.0,135.01,173716737.0,613.45
5.59,Sci-Fi,7.22,2.41,10.0,2.29,135072569.0,295.82
217.03,Sci-Fi,8.95,3.25,2.0,111.33,35016620.0,793.83
221.06,Thriller,5.46,5.4,4.0,93.56,37158783.0,1032.08
156.91,Comedy,3.82,7.31,4.0,138.39,22941632.0,1051.3
52.6,Drama,7.78,9.88,12.0,69.62,188651969.0,815.76
29.65,Comedy,2.98,4.97,2.0,99.34,134877588.0,480.88
10.64,Drama,4.5,5.66,8.0,145.97,158192040.0,582.27
53.9,Action,8.79,5.7,3.0,112.1,66900310.0,595.45
267.8,Action,7.52,5.85,2.0,11.97,92623920.0,709.58
76.25,Horror,4.63,5.66,7.0,26.79,8916127.0,421.23
109.51,Action,2.93,1.08,1.0,123.57,177912473.0,670.42
36.08,Horror,4.2,1.02,6.0,51.55,170747682.0,438.31
70.6,Horror,3.56,1.88,3.0,106.48,157177456.0,523.1
158.17,Romance,2.58,1.91,3.0,105.57,12602111.0,579.39
184.29,Romance,7.69,7.34,5.0,149.07,35675697.0,1196.83
77.38,Action,3.27,2.84,3.0,71.54,67499961.0,423.09
22.03,Horror,5.09,9.05,12.0,111.2,53349472.0,717.26
120.35,Sci-Fi,4.47,9.36,4.0,9.22,167853508.0,739.96
74.09,Horror,9.84,9.78,3.0,70.46,39772316.0,579.86
69.77,Sci-Fi,4.52,9.45,7.0,29.63,106892769.0,540.95
288.16,Comedy,1.72,3.45,3.0,126.4,114704838.0,942.65
186.81,Sci-Fi,1.81,5.59,10.0,126.31,85577358.0,1047.9
169.28,Comedy,6.32,2.58,4.0,36.98,48896898.0,673.03
127.65,Romance,6.39,8.26,2.0,49.11,192098564.0,680.76
131.54,Thriller,4.77,9.0,2.0,105.97,83266449.0,736.29
164.57,Comedy,4.89,8.66,9.0,111.26,145734689.0,820.13
210.45,Horror,1.49,4.9,11.0,99.33,37625251.0,715.29
212.13,Drama,5.65,7.83,1.0,149.51,164739423.0,1025.07
55.65,Horror,5.54,1.88,1.0,130.57,43962473.0,556.87
152.53,Action,2.35,1.36,10.0,63.72,135386018.0,704.44
126.53,Comedy,1.93,7.78,1.0,50.39,101792704.0,580.85
261.81,Action,2.11,4.83,3.0,90.33,30164871.0,804.71
191.27,Drama,1.91,9.96,2.0,123.01,5964890.0,807.05
162.09,Horror,6.49,1.88,3.0,72.35,186218905.0,670.32
39.04,Thriller,2.77,8.7,5.0,111.18,26012412.0,705.17
183.66,Horror,3.26,5.32,9.0,4.84,141285334.0,530.63
39.58,Sci-Fi,2.56,8.44,2.0,139.02,130884307.0,636.3
104.48,Romance,9.62,8.35,12.0,116.53,69002288.0,981.16
47.14,Drama,8.69,9.24,11.0,60.34,37891197.0,496.77
209.16,Romance,3.07,3.68,1.0,58.83,36487322.0,620.25
65.84,Action,3.95,9.55,11.0,17.23,117480243.0,461.55
120.6,Comedy,2.89,2.37,6.0,122.79,109837338.0,740.91
269.22,Action,5.43,1.74,3.0,115.76,175311069.0,954.01
65.27,Action,1.18,4.88,7.0,95.28,128360613.0,596.7
154.8,Drama,7.04,8.45,6.0,17.02,164035720.0,765.21
128.69,Sci-Fi,5.71,5.26,11.0,40.83,7450199.0,464.11
10.35,Horror,9.09,8.46,7.0,69.92,134527636.0,558.07
238.86,Action,2.48,7.57,5.0,41.36,47508019.0,913.94
25.37,Action,8.24,2.88,1.0,66.23,51314953.0,379.1
144.91,Thriller,8.13,9.54,3.0,35.44,144394729.0,693.73
170.4,Horror,2.14,1.55,3.0,53.74,158893159.0,589.05
190.39,Drama,4.59,9.08,7.0,98.54,74975360.0,914.43
208.15,Comedy,2.53,3.74,3.0,134.07,158225287.0,854.75
79.72,Drama,3.29,5.5,11.0,58.98,89305190.0,460.94
7.94,Comedy,3.37,4.8,5.0,104.4,171671424.0,614.11
218.42,Horror,6.01,2.55,4.0,21.95,5955851.0,709.93
163.02,Romance,4.7,4.22,4.0,82.04,17615519.0,818.19
251.65,Thriller,9.53,2.74,7.0,138.41,155494010.0,1179.0
247.31,Action,2.14,2.83,1.0,6.13,125193836.0,587.23
253.78,Sci-Fi,9.76,2.68,7.0,41.6,112245030.0,898.3
148.1,Drama,3.08,5.4,8.0,21.61,123181783.0,507.47
103.42,Sci-Fi,7.96,8.18,3.0,80.9,186107935.0,724.88
238.51,Drama,4.05,6.12,3.0,102.59,131451869.0,864.68
138.13,Thriller,2.29,9.04,4.0,10.55,129847747.0,667.31
59.12,Romance,8.72,6.73,6.0,12.4,152134705.0,531.08
257.22,Action,3.78,7.2,7.0,130.71,173457520.0,1168.37
265.36,Thriller,6.93,7.01,1.0,69.52,53120583.0,863.23
142.56,Horror,6.1,5.05,4.0,70.52,123733023.0,831.16
27.33,Romance,5.25,7.2,12.0,141.8,117211018.0,839.13
119.41,Thriller,5.46,1.63,7.0,49.39,27835047.0,492.93
242.04,Sci-Fi,7.59,8.74,11.0,134.76,104543078.0,1040.25
271.02,Comedy,1.79,8.0,2.0,146.19,14840552.0,986.97
65.02,Romance,7.01,3.21,1.0,37.77,37806958.0,347.32
24.76,Drama,9.06,7.91,1.0,78.08,182679653.0,581.7
263.82,Comedy,1.52,1.11,10.0,81.08,24729393.0,896.15
119.87,Horror,2.27,2.96,6.0,130.19,116204344.0,786.52
164.82,Sci-Fi,7.45,1.59,12.0,46.98,65372659.0,719.6
290.58,Romance,4.94,8.02,5.0,120.11,111507345.0,1321.91
24.64,Action,4.63,7.8,1.0,145.71,47759735.0,581.95
196.25,Action,2.23,8.32,10.0,126.37,89431511.0,1134.46
26.86,Horror,5.56,1.04,3.0,136.55,173599353.0,564.77
115.76,Comedy,2.14,5.51,11.0,106.84,75867179.0,607.7
242.13,Comedy,5.29,7.34,7.0,135.79,71253157.0,1117.38
132.87,Action,7.87,2.4,12.0,26.4,89777498.0,631.73
299.17,Comedy,3.32,6.85,9.0,107.43,20998076.0,953.35
169.92,Romance,5.33,1.76,9.0,110.32,78082058.0,701.56
99.74,Thriller,9.93,2.63,6.0,67.0,2373150.0,558.05
69.93,Romance,7.18,5.28,3.0,13.8,101176032.0,402.63
108.4,Action,8.57,6.88,1.0,94.12,169740275.0,688.4
114.9,Drama,4.73,2.31,3.0,9.68,110862548.0,371.89
25.27,Romance,7.91,2.67,10.0,58.6,121937310.0,519.46
114.02,Romance,1.36,2.84,2.0,60.26,7082111.0,388.11
141.95,Drama,2.11,3.15,11.0,149.84,172043481.0,775.41
218.21,Horror,2.83,3.04,5.0,46.37,77615707.0,813.24
198.74,Action,4.62,4.56,8.0,123.43,194995683.0,863.15
214.09,Action,8.61,6.88,5.0,9.87,24972609.0,818.08
7.47,Action,4.12,4.94,1.0,80.41,188989705.0,424.57
69.21,Comedy,6.89,7.98,3.0,81.43,127223890.0,614.35
200.2,Action,7.38,7.47,12.0,95.05,11415720.0,1042.82
147.78,Action,6.28,2.14,5.0,121.88,194368116.0,1012.59
6.57,Horror,4.22,1.44,7.0,114.76,3760741.0,414.26
242.33,Romance,6.19,8.9,5.0,114.63,146409334.0,1281.38
232.98,Thriller,4.08,1.72,10.0,65.98,178016460.0,961.81
166.78,Romance,1.75,2.34,5.0,109.67,35986499.0,849.76
24.61,Comedy,9.94,1.2,7.0,74.71,69328081.0,470.15
231.12,Sci-Fi,2.14,6.66,8.0,11.91,112684639.0,652.19
177.2,Drama,1.65,6.24,8.0,133.75,136282048.0,824.69
235.68,Horror,8.91,9.88,7.0,133.74,174503298.0,1252.46
226.77,Thriller,3.72,8.98,3.0,49.79,152453024.0,797.69
241.89,Sci-Fi,6.85,4.7,11.0,137.26,73302898.0,936.99
157.81,Romance,3.96,4.34,2.0,114.18,164522243.0,745.8
46.4,Action,4.52,3.67,1.0,61.32,193249267.0,423.39
202.99,Action,3.36,2.37,6.0,51.06,46170250.0,669.1
188.04,Sci-Fi,4.09,2.24,9.0,146.32,15745023.0,777.02
223.96,Drama,4.7,2.19,3.0,107.47,85897327.0,760.73
55.11,Horror,7.48,2.03,5.0,58.06,176398024.0,617.95
62.52,Sci-Fi,5.6,3.16,9.0,97.01,30908009.0,476.55
267.67,Romance,9.49,3.76,9.0,86.59,177273839.0,938.55
226.24,Horror,1.38,9.65,7.0,79.63,198450392.0,988.91
